Epoch,Loss,IOU_Train,IOU_Val,Time
626,0.116654,0.7340,0.5405,42.23
627,0.117043,0.7340,0.5250,42.22
628,0.116680,0.7342,0.4267,42.19
629,0.116925,0.7341,0.5513,42.35
630,0.116780,0.7340,0.5244,42.18
631,0.116803,0.7343,0.5602,42.23
632,0.116867,0.7344,0.5043,42.24
633,0.116876,0.7344,0.4537,42.23
634,0.116551,0.7348,0.5435,42.21
635,0.116598,0.7341,0.5501,43.24
636,0.116696,0.7345,0.5298,42.27
637,0.116670,0.7343,0.5290,42.20
638,0.116367,0.7348,0.4759,42.19
639,0.116453,0.7349,0.5385,42.18
640,0.116482,0.7346,0.5562,42.19
641,0.116487,0.7347,0.5160,42.19
642,0.116528,0.7347,0.5414,42.25
643,0.116198,0.7351,0.5184,42.55
644,0.116568,0.7344,0.5017,42.32
645,0.116306,0.7348,0.5376,42.52
646,0.116169,0.7352,0.4357,42.22
647,0.116757,0.7342,0.4768,42.31
648,0.116272,0.7349,0.4260,42.37
649,0.116215,0.7350,0.4981,42.45
650,0.116472,0.7346,0.5355,42.22
651,0.116541,0.7349,0.5416,42.25
652,0.116403,0.7346,0.5254,42.22
653,0.116441,0.7346,0.5327,42.52
654,0.116299,0.7349,0.5358,42.18
655,0.116237,0.7350,0.5302,42.18
656,0.116234,0.7351,0.5408,42.19
657,0.116295,0.7350,0.5348,42.18
658,0.116368,0.7349,0.4752,42.24
